date,rc_no,detail,price
2011-05-10,54/0186,MA : MEMBER,3510
2011-05-10,54/0187,MA : MEMBER,5000
2011-05-11,54/0188,1.โปรแกรมบัญชีอาคารชุด,26100
2011-05-11,54/0188,**มาราเกซ หัวหิน**,NULL
2011-05-11,54/0188,2.ส่วนลด 10%,NULL
2011-05-11,54/0189,MA : MEMBER,3510
2011-05-11,54/0190,MA : MEMBER,7800
2011-05-11,54/0190,1.พาร์คแลนด์ ศรีนครินทร์ (ห้องเช่า),NULL
2011-05-11,54/0190,2.พาร์คแลนด์ รัชดาท่าพระ (ห้องเช่า),NULL
2011-05-12,54/0191,1.โปรแกรมบัญชีอพาร์ทเม้นท์ AM),8878.5
2011-05-13,54/0192,MA : MEMBER,2000
2011-05-13,54/0193,MA : MEMBER,2000
2011-05-13,54/0194,MA : MEMBER,2000
2011-05-13,54/0195,MA : MEMBER,2000
2011-05-13,54/0196,MA : MEMBER,2000
2011-05-13,54/0197,MA : MEMBER,2000
2011-05-13,54/0198,MA : MEMBER,2000
2011-05-14,54/0199,โปรแกรมบัญชีอพาร์ทเม้นท์ (AM),14654.2099609375
2011-05-14,54/0199,(ติดตั้งที่หอพักเม้งเจริญ),NULL
2011-05-14,54/0200,MA : MEMBER,3510
2011-05-14,54/0201,MA : MEMBER,3510
2011-05-14,54/0201,**บ้านสวนตะวันธรรม**,NULL
2011-05-14,54/0202,1.สิทธิ์การเพิ่มทะเบียนบริษัท,4000
2011-05-14,54/0202,2.ส่วนลดพิเศษ 20%,NULL
2011-05-16,54/0203,1.โปรแกรมบัญชีอาคารชุด (CM),17000
2011-05-16,54/0203,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-05-16,54/0204,MA : MEMBER,3900
2011-05-18,54/0205,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),12800
2011-05-18,54/0205,2.ค่าติดตั้งโปรแกรม,NULL
2011-05-18,54/0206,"ค่าอบรมการใช้โปรแกรม  SoftBiz ",3000
2011-05-18,54/0207,LAN x1,2500
2011-05-20,54/0208,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),15200
2011-05-20,54/0208,2.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (AP),NULL
2011-05-20,54/0208,3.ค่าติดตั้งโปรแกรม,NULL
2011-05-20,54/0208,**บ้าน ณ วรางค์**,NULL
2011-05-20,54/0209,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),13200
2011-05-20,54/0209,2.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (AP),NULL
2011-05-20,54/0209,**ฟลอร่าวิลล์ 1**,NULL
2011-05-20,54/0210,โปรแกรมพิมพ์เช็ค (CQ),4900
2011-05-20,54/0211,MA : MEMBER,5000
2011-05-20,54/0211,**คอนโดวิว นกยูง**,NULL
2011-05-20,54/0212,สิทธิ์การเพิ่มทะเบียนบริษัท 1 ทะเบียน,5000
2011-05-20,54/0213,โปรแกรมพิมพ์เช็ค (CQ),4900
2011-05-23,54/0214,1.โปรแกรมบัญชีอาคารชุด (CM),29906.5390625
2011-05-23,54/0214,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-05-23,54/0214,3.ส่วนลดพิเศษ,NULL
2011-05-24,54/0215,MA : MEMBER,3510
2011-05-24,54/0216,MA : MEMBER,3510
2011-05-25,54/0217,1.โปรแกรมบัญชีอาคารชุด (CM),35000
2011-05-25,54/0217,2.สิทธิ์การเพิ่มทะเบียนบริษัท(1 ทะเบียน),NULL
2011-05-25,54/0217,3.LAN x1,NULL
2011-05-25,54/0217,**ติดตั้ง เคหะลำลูกกา**,NULL
2011-05-25,54/0218,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2011-05-25,54/0218,ระยะเวลา  1 ปี,NULL
2011-05-25,54/0218,** หน่วยงาน  เดอะสาธุ เรสซิเดนเซส  **,NULL
2011-05-26,54/0219,MA : MEMBER,3510
2011-05-24,54/0220,1.โปรแกรมบัญชีอาคารชุด (CM),39600
2011-05-24,54/0220,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-05-24,54/0220,3.LAN x4,NULL
2011-05-27,54/0221,โปรแกรมบัญชีอาคารชุด (CM),29000
2011-05-28,54/0222,MA : MEMBER,3900
2011-05-31,54/0223,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2011-05-31,54/0223,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-05-31,54/0224,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),20000
2011-06-01,54/0225,1.โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),14500
2011-06-01,54/0225,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-01,54/0225,(ม.เศรษฐศิริ วงแหวนสุขาภิบาล 2),NULL
2011-06-01,54/0225,** งวด 1 **,NULL
2011-06-01,54/0226,MA : MEMBER,4800
2011-06-02,54/0227,1.โปรแกรมบัญชีอาคารชุด (CM),29906.5390625
2011-06-02,54/0227,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-02,54/0227,3.ส่วนลดพิเศษ,NULL
2011-06-02,54/0228,1.โปรแกรมบัญชีอาคารชุด (CM),31200
2011-06-02,54/0228,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-02,54/0228,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2011-06-02,54/0228,4.ส่วนลดพิเศษ 20%,NULL
2011-06-02,54/0229,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2011-06-02,54/0229,2.โปรแกรมระบบบัญชีแยกประเภท,NULL
2011-06-02,54/0229,"(เพิ่มทะเบียนฯ ที่บริษัท  ไนท์แฟรงค์ ",NULL
2011-06-02,54/0229,ชาร์เตอร์ (ประเทศไทย)  จำกัด),NULL
2011-06-03,54/0230,MA : MEMBER,3900
2011-06-03,54/0231,MA : MEMBER,3500
2011-06-03,54/0232,LAN x1,2500
2011-06-03,54/0233,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),20000
2011-06-03,54/0234,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2011-06-03,54/0234,"ระยะเวลา  1 ปี ",NULL
2011-06-03,54/0234,** เซ็นเตอร์ คอนโดเทล (พัทยา) **,NULL
2011-06-06,54/0235,1.โปรแกรมบัญชีอาคารชุด (CM),30000
2011-06-06,54/0235,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-06,54/0235,3.ส่วนลดพิเศษ,NULL
2011-06-06,54/0236,MA : MEMBER,3900
2011-06-07,54/0237,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,10000
2011-06-07,54/0237,(เม.ย..2554),NULL
2011-06-08,54/0238,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),12800
2011-06-08,54/0238,ระยะเวลา  1 ปี,NULL
2011-06-08,54/0238,2.ค่าติดตั้งโปรแกรม,NULL
2011-06-08,54/0238,The Link 4,NULL
2011-06-09,54/0239,1.โปรแกรมบัญชีอาคารชุด (CM),24650
2011-06-09,54/0239,2.ส่วนลดพิเศษ 15%,NULL
2011-06-10,54/0240,1.โปรแกรมบัญชีอาคารชุด (CM),39000
2011-06-10,54/0240,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-10,54/0240,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2011-06-10,54/0241,MA : MEMBER,5000
2011-06-13,54/0242,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2011-06-13,54/0242,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-13,54/0243,โปรแกรมบัญชีอพาร์ทเม้นท์,9345.7900390625
2011-06-13,54/0243,(ติดตั้งที่หอพักเม้งเจริญ),NULL
2011-06-13,54/0243,** งวด 2 **,NULL
2011-06-14,54/0244,MA : MEMBER,3900
2011-06-15,54/0245,LAN x1,2500
2011-06-15,54/0246,1.อัปเกรดโปรแกรม,20000
2011-06-15,54/0246,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-17,54/0247,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2011-06-17,54/0247,"ระยะเวลา  1 ปี ",NULL
2011-06-17,54/0248,1.โปรแกรมบัญชีอาคารชุด (CM),15600
2011-06-17,54/0248,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-17,54/0248,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2011-06-17,54/0248,** งวด 1 **,NULL
2011-06-17,54/0249,1.โปรแกรมบัญชีอาคารชุด,31300
2011-06-17,54/0249,2.โปรแกรมระบบบัญชีแยกประเภท,NULL
2011-06-17,54/0249,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้,NULL
2011-06-17,54/0249,4.สิทธิ์การเพิ่มทะเบียนบริษัท (2 ทะเบียน),NULL
2011-06-17,54/0249,4.LAN x2,NULL
2011-06-17,54/0249,4.LAN x4 สำหรับสำนักงานใหญ่ (ราคาลด 50%),NULL
2011-06-17,54/0249,**งวด 1**,NULL
2011-06-22,54/0250,โปรแกรมบัญชีอพาร์ทเม้นท์ (AM),8878.5
2011-06-22,54/0250,**งวด 2 **,NULL
2011-06-22,54/0251,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2011-06-22,54/0251,2.ส่วนลดพิเศษ 10%,NULL
2011-06-23,54/0252,1.โปรแกรมพิมพ์เช็ค,2500
2011-06-23,54/0252,2.ส่วนลด,NULL
2011-06-24,54/0253,1.โปรแกรมบัญชีอาคารชุด (CM),27200
2011-06-24,54/0253,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-06-24,54/0253,3.ส่วนลดพิเศษ 20%,NULL
2011-06-24,54/0254,MA : MEMBER,3900
2011-06-25,54/0255,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2011-06-27,54/0256,1.โปรแกรมบัญชีอาคารชุด (CM),27300
2011-06-27,54/0256,2.LAN x4,NULL
2011-06-27,54/0256,**งวด 1**,NULL
2011-06-27,54/0257,1.โปรแกรมระบบบัญชีแยกประเภท (GL),10000
2011-06-27,54/0257,2.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2011-06-27,54/0257,**ติดตั้งที่หน่วยงาน อากัสตัน**,NULL
2011-06-27,54/0258,MA : MEMBER,3900
2011-06-28,54/0259,ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,2000
2011-06-28,54/0259,**ติดตั้งหน่วยงาน ซีณิธเพลส**,NULL
2011-06-28,54/0260,โปรแกรมบัญชีอาคารชุด (CM),6162.5
2011-06-28,54/0260,**นิติฯ ไอดิโอ มิกซ์ พหลโยธิน**,NULL
2011-06-28,54/0260,**งวด 3**,NULL
2011-06-28,54/0261,โปรแกรมบัญชีอาคารชุด (CM),6162.5
2011-06-28,54/0261,**นิติฯ ไอดิโอ คิว พญาไท**,NULL
2011-06-28,54/0261,**งวด 2**,NULL
2011-06-28,54/0262,โปรแกรมบัญชีอาคารชุด (CM),12325
2011-06-28,54/0262,**นิติฯ ไอดิโอ เวิร์ฟ สุขุมวิท**,NULL
2011-06-28,54/0262,**งวด 1**,NULL
2011-06-29,54/0263,MA : MEMBER,3900
2011-06-30,54/0264,1.โปรแกรมบัญชีอาคารชุด (CM),52200
2011-06-30,54/0264,สำหรับสำนักงานใหญ่,NULL
2011-06-30,54/0264,2.โปรแกรมบัญชีอาคารชุด (CM),NULL
2011-06-30,54/0264,สำหรับสราญชล พัทยา,NULL
2011-06-30,54/0264,3.ส่วนลด 10%,NULL
2011-06-30,54/0265,ค่าบริการทางคอมพิวเตอร์,1000
2011-07-05,54/0266,โปรแกรมบัญชีอาคารชุด (CM),29000
2011-07-05,54/0267,โปรแกรมบัญชีอาคารชุด และระบบบัญชี,93750
2011-07-05,54/0267,แยกประเภท (CMGL) สำหรับ 15 หน่วยงาน,NULL
2011-07-05,54/0267,**งวด 1**,NULL
2011-07-07,54/0268,1.โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),17757.009765625
2011-07-07,54/0268,2.ส่วนลดพิเศษ,NULL
2011-07-07,54/0268,**โครงการวิสต้าวิลล์**,NULL
2011-07-07,54/0269,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,10000
2011-07-07,54/0269,(มิ.ย..2554),NULL
2011-07-08,54/0270,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2011-07-08,54/0270,"ระยะเวลา  1 ปี ",NULL
2011-07-08,54/0270,*** หน่วยงาน   เดอะแซงชัวรี่ ***,NULL
2011-07-08,54/0271,โปรแกรมพิมพ์หนังสือรับรองภาษีเงินได้,4900
2011-07-08,54/0271,หัก ณ ที่จ่าย,NULL
2011-07-11,54/0272,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2011-07-11,54/0272,"ระยะเวลา  1 ปี ",NULL
2011-07-11,54/0272,**พรปิยะแมนชั่น**,NULL
2011-07-11,54/0273,1.โปรแกรมบัญชีอาคารชุด (CM),30600
2011-07-11,54/0273,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2011-07-11,54/0273,3.ส่วนลดพิเศษ 10%,NULL
2011-07-11,54/0274,MA : MEMBER,3510
2011-07-14,54/0275,MA : MEMBER,3500
